QRID,country,weight,Q1,Q2,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,q9_98,q9_99,Q10a,Q10b,Q10c,Q11,Q13,Q14a,Q14b,QCURRELrec,QCURRELDrec,qdenomautrec,QDENOMBEG,QDENOMDNK,qdenomfinrec,qdenomfrarec,qdenomdeurec,QDENOMIRL,qdenomitarec,qdenomnldrec,QDENOMNOR,qdenomprtrec,qdenomslorec,qdenomesprec,QDENOMSWE,qdenomcherec,qdenomgbrrec,Q15a,Q15b,Q16,Q17,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,QCHRELrec,qchdenomautrec,qchdenombegrec,QCHDENOMDNK,qchdenomfinrec,qchdenomfrarec,qchdenomdeurec,qchdenomirlrec,qchdenomitarec,qchdenomnldrec,QCHDENOMNOR,qchdenomprtrec,qchdenomslorec,qchdenomesprec,QCHDENOMSWE,qchdenomcherec,qchdenomgbrrec,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q21g,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q25a,Q25b,Q26a,Q26b,Q26c,Q26d,Q27,Q29a,Q29b,Q30,Q31a,Q31b,Q31c,Q31d,Q31e,Q31f,Q32a,Q32b,Q33,Q34a,Q34b,Q34c,Q34d,Q34e,Q36a,Q36b,Q37a,Q37b,Q38a,Q38b,Q39a,Q39b,Q41,Q42a,Q42b,Q42c,Q42d,Q43,Q45a,Q45b,Q45c,Q46a,Q46b,Q46c,Q47,Q48a,Q48b,Q48c,Q49a,Q49b,Q49c,Q49d,Q49e,Q50,Q51,QPTYbAUTa,QPTYbAUTb,QPTYbAUTc,QPTYbAUTd,QPTYbBEGa,QPTYbBEGb,QPTYbBEGc,QPTYbBEGd,QPTYbBEGe,QPTYbBEGf,QPTYbDNKa,QPTYbDNKb,QPTYbDNKc,QPTYbFINa,QPTYbFINb,QPTYbFINc,QPTYbFINd,QPTYbFRAa,QPTYbFRAb,QPTYbFRAc,QPTYbFRAd,QPTYbFRAe,QPTYbDEUa,QPTYbDEUb,QPTYbDEUc,QPTYbDEUd,QPTYbDEUe,QPTYbIRLa,QPTYbIRLb,QPTYbIRLc,QPTYbIRLd,QPTYbITAa,QPTYbITAb,QPTYbITAc,QPTYbITAd,QPTYbITAe,QPTYbNLDa,QPTYbNLDb,QPTYbNLDc,QPTYbNLDd,QPTYbNORa,QPTYbNORb,QPTYbNORc,QPTYbPRTa,QPTYbPRTb,QPTYbPRTc,QPTYbSLOa,QPTYbSLOb,QPTYbSLOc,QPTYbSLOd,QPTYbESPa,QPTYbESPb,QPTYbESPc,QPTYbESPd,QPTYbSWEa,QPTYbSWEb,QPTYbSWEc,QPTYbCHEa,QPTYbCHEb,QPTYbCHEc,QPTYbCHEd,QPTYbGBRa,QPTYbGBRb,QPTYbGBRc,QPTYbGBRd,QGEN,QAGE,QMARRIED,QSPRELrec,QFERT,QHHCH,QCHILDarec,QEDUAUTrec,QEDUBEG,QEDUDNKrec,QEDUFIN,QEDUFRArec,QEDUDEUrec,QEDUIRLrec,QEDUITArec,QEDUNLDrec,QEDUNORrec,QEDUPRTrec,QEDUSLO,QEDUESPrec,QEDUSWErec,QEDUCHErec,QEDUGBRrec,Q52a,Q52b,QINCaAUT,QINCbAUT,QINCaBEG,QINCbBEG,QINCaDNK,QINCbDNK,QINCaFIN,QINCbFIN,QINCaFRA,QINCbFRA,QINCaDEU,QINCbDEU,QINCaIRL,QINCbIRL,QINCaITA,QINCbITA,QINCaNLD,QINCbNLD,QINCaNOR,QINCbNOR,QINCaPRT,QINCbPRT,QINCaSLO,QINCbSLO,QINCaESP,QINCbESP,QINCaSWE,QINCbSWE,QINCaCHE,QINCbCHE,QINCaGBR,QINCbGBR,QINCcGBR,QINCdGBR,QINCeGBR,QINCfGBR,QINCgGBR,QINCcAUT,QINCcBEG,QINCcDNK,QINCcFIN,QINCcFRA,QINCcDEU,QINCcIRL,QINCcITA,QINCcNLD,QINCcNOR,QINCcPRT,QINCcSLO,QINCcESP,QINCcSWE,QINCcCHE,QINChGBR,QINCiGBR,QINCjGBR,QINCkGBR,QIDEOLOGY,QIDEOLOGYa,QIDEOLOGYb,QPTYaAUT,QPTYaBEG,QPTYaDNK,QPTYaFIN,QPTYaFRA,QPTYaDEU,QPTYaIRL,QPTYaITA,QPTYaNLD,QPTYaNOR,QPTYaPRT,QPTYaSLO,QPTYaESP,QPTYaSWE,QPTYaCHE,QPTYaGBR,QPTYAUT,QPTYBEG,QPTYDNK,QPTYFIN,QPTYFRA,QPTYDEU,QPTYIRL,QPTYITA,QPTYNLD,QPTYNOR,QPTYPRT,QPTYSLO,QPTYESP,QPTYSWE,QPTYCHE,QPTYGBR,QCITIZEN1,QBORNrec,qbornmoverec,QBORNcrec,QBORNerec,QS11AUT,QS12AUT,QS11BEG,QS12BEG,QS12DNK,qs12finrec,QS11FRA,QS12FRA,QS11DEU,QS14DEU,QS13IRL,QS11ITA,QS12ITA,QS11NLD,QS12NLD,QS12NOR,QS11PRT,QS12PRT,QS12SLO,QS11ESP,QS12ESP,QS11SWE,QS12SWE,QS12CHE,QS11GBR,ISCED
8224453,8,3.251668624878463,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , ,4,2,4,1,2, ,2,1, , , , , , , , ,2, , , , , , , , ,6, ,3,1,2,2,2,2,2,2,1,4,98,4,4,4,1,4,1, , , , , , , ,2, , , , , , , , , , , , , , , ,1,1,1,1,1,2,2, , ,2, , , , , , , ,1,2,2,2,2,2,2,7, ,3,1,2,1, ,1,1,1,1,1, , ,1,1,2,4,3,4,4,2,2,2,2,1,1,1,4,2,1,2,3,1,4,1,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,19,7, ,0, , , , , , , , , ,4, , , , , , , , ,2,2, , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , ,96, , , , , , , , , , , , , , , ,8, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,4,16, , , , , , , , , , , , ,3
8224456,8,1.0793170325428176,1,2,2,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , ,3,1,4,1,1,3, ,1, , , , , , , , ,2, , , , , , , , ,4, ,3,1,2,2,1,2,2,2,1,2,4,4,2,4,3,4,1, , , , , , , ,2, , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,2,1, ,2,1,2,2,4,2,2,1,2,2,2,2,2,2,5, ,2,1,1,2, ,1,2,1,2,1, , ,1,1,1,4,4,3,4,3,2,2,2,2,2,2,3,1,2,2,3,3,3,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,24,7, ,0, , , , , , , , , ,3, , , , , , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,2, , , , , , , , , ,6, , , , , , , , , , , , , , , ,6, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,5,21, , , , , , , , , , , , ,2
8224479,8,0.7962093667504521,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,4,1,4,2,1,4, ,1, , , , , , , , ,2, , , , , , , , ,4, ,4,1,2,2,2,2,2,2,3,3,1,1,4,4,4,4,1, , , , , , , ,2, , , , , , , , , , , , , , , ,1,2,2,2,2,2,1,3,2, ,2,2,2,2,5,2,2,1,2,2,2,2,2,2,6, ,2,1,1,1, ,1,2,1,2,1, , ,1,1,1,3,4,3,4,2,1,1,1,1,1,1,4,1,2,2,3,4,3,1,4,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,53,1,1,0, , , , , , , , , ,4, , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,3, , , , , , , , , ,6, , , , , , , , , , , , , , , ,6, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,1,4, , , , , , , , , , , , ,3
8224504,8,0.27504546543313335,1,2,2,2,2,1,2,2,2,2,2,3,1,1,0,1,0,0,0,0,0,0,0,0,3,3,2,1,2, ,2,9, , , , , , , , , , , , , , , , , ,6, ,4,2,2,2,2,2,2,2,4,4,1,1,4,4,4,1,9, , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2, , ,2, , , , , , , , ,2,2,1,2,2,2,7, ,2,2,2, ,1,1,1,1,2,2,1,1,1,1,3,2,1,2,1,3,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,33,3,9,0, , , , , , , , , ,6, , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98, , , , , , , , , , , ,5, , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,5,18, , , , , , , , , , , , ,5
8224506,8,1.5426691123050846,2,2,2,2,2,2,2,2,1,2,3,1,1,2, , , , , , , , , , ,3,1,3,1,1,1, ,1, , , , , , , , ,2, , , , , , , , ,2, ,2,1,2,2,1,2,2,1,1,4,4,1,1,1,4,1,1, , , , , , , ,2, , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1, ,1,1,1,1,6,1,2,1,2,1,2,2,2,2,3, ,1,1,1,1, ,1,1,1,1,1, , ,1,1,3,1,4,1,1,3,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,52,1,1,2, , , , , , , , , ,4, , , , , , , , ,1,2, , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , ,6, , , , , , , , , , , , , , , ,6, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,4,20, , , , , , , , , , , , ,3
8224507,8,1.0621939931375153,1,2,2,2,2,1,2,2,1,2,3,2,1,1,0,1,0,0,1,0,0,0,0,0,4,4,4,2,1,4, ,1, , , , , , , , ,2, , , , , , , , ,6, ,4,1,2,2,2,1,2,1,3,3,2,3,4,3,3,4,1, , , , , , , ,2, , , , , , , , , , , , , , , ,2,2,1,3,2,2,2, , ,1,1,2,2,2,7,2,2,2,2,2,2,2,2,1,7, ,4,1,1,1, ,1,1,1,1,1, , ,1,1,3,4,3,3,3,3,1,1,1,1,1,1,4,2,2,4,2,1,4,1,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,49,1,1,1, , , , , , , , , ,5, , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,2, , , , , , , , , ,99, , , , , , , , , , , , , , , ,99, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,1,4, , , , , , , , , , , , ,3
8224515,8,0.5201743579963859,1,3,2,2,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , ,3,1,2,1,1,4, ,1, , , , , , , , ,2, , , , , , , , ,3, ,1,1,2,2,2,2,2,2,1,1,1,4,2,1,4,4,1, , , , , , , ,2, , , , , , , , , , , , , , , ,1,2,2,2,1,2,1,1,1, ,1,1,1,1,4,1,1,1,1,1,1,2,2,2,5, ,2,1,2,1, ,1,1,1,2,2, , ,1,1,3,4,3,4,2,2,1,1,1,1,1,2,4,2,1,1,3,1,3,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,30,3,1,0, , , , , , , , , ,4, , , , , , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,3, , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,1,3, , , , , , , , , , , , ,3
8224538,8,3.251668624878463,2,2,1,2,2,1,2,2,1,2,2,2,1,2, , , , , , , , , , ,3,2,2,2,1,2, ,1, , , , , , , , ,2, , , , , , , , ,3, ,3,1,2,2,1,2,2,2,2,4,1,2,4,4,1,4,1, , , , , , , ,2, , , , , , , , , , , , , , , ,2,2,1,1,1,1,2, , ,99, , , , , , , ,3,2,2,2,2,2,2,5, ,2,1,2,1, ,1,1,1,1,1, , ,1,1,2,4,4,4,4,2,1,98,1,1,98,1,3,3,1,2,4,1,4,1,4,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,39,1,1,2,1,1, , , , , , , ,3, , , , , , , , ,2,2, , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , ,96, , , , , , , , , , , , , , , ,97, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,4,16, , , , , , , , , , , , ,2
8224550,8,0.39375785558176324,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , ,1,1,1,2,1,1, ,1, , , , , , , , ,2, , , , , , , , ,2, ,2,1,2,2,2,2,2,2,1,1,4,4,2,4,2,2,1, , , , , , , ,2, , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,2,2, ,98,98,98,98,4,2,2,2,2,2,2,2,2,2,3, ,2,1,1,1, ,1,1,1,1,1, , ,1,1,2,4,4,4,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,60,1,1,3,1,1, , , , , , , ,6, , , , , , , , ,98,98, , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,1,1, , , , , , , , , , , , ,5
8224553,8,0.42522530391655733,1,1,2,2,2,2,2,2,2,2,3,3,2,2, , , , , , , , , , ,4,4,4,3,1,4, ,91, , , , , , , , , , , , , , , , , , ,6,4, ,1,2,2,2,2,2,3,4,4,4,4,4,4,4,91, , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2, , , , , , , , , , , , ,1,2,1,2,2,2, ,4,3, ,1,1,1,1,1,1, , ,1,1,1,1,2,4,4,4, ,1,1,1,2,1,1,1,4,2,3,2,2,2,2,1,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,56,1,91,3,1,91, , , , , , , ,6, , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,1, , , , , , , , , ,6, , , , , , , , , , , , , , , ,6, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,5,21, , , , , , , , , , , , ,5
8224558,8,0.2627670728106739,2,2,2,2,2,1,2,2,2,2,3,1,1,2, , , , , , , , , , ,4,2,4,2,1,3, ,1, , , , , , , , ,2, , , , , , , , ,2, ,1,1,2,2,1,2,2,2,1,1,4,4,1,1,4,4,1, , , , , , , ,2, , , , , , , , , , , , , , , ,1,2,1,1,2,1,1,1,1, ,1,1,1,2,6,1,1,1,2,2,2,2,2,2,2, ,2,1,1,1, ,1,1,1,1,1, , ,1,1,2,1,1,1,4,1,1,1,1,1,1,1,4,1,3,1,3,1,2,1,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,45,1,1,2,1,1, , , , , , , ,6, , , , , , , , ,1,2, , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , ,6, , , , , , , , , , , , , , , ,6, , , , , , , , ,1,97,5,1,1, , , , , , , , , , , ,2,10, , , , , , , , , , , , ,5
8224568,8,0.34096795294874427,1,2,2,2,2,1,2,2,2,2,2,1,1,2, , , , , , , , , , ,3,2,3,3,2, ,2,92, , , , , , , , , , , , , , , , , ,6, ,4,1,2,2,2,2,2,2,98,4,2,2,3,3,3,2,1, , , , , , , ,2, , , , , , , , ,2,2,1,2,2,1,1,3,1,3,1,3,1,2, , ,2, , , , , , , , ,2,2,2,2,2,2,7, ,2,1,2,1,1,98,1,1,3,1,1,1,1,1,2,3,4,4,4,2,1,1,1,1,1,1,4,2,3, ,3,1,3,1,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,33,2,92,0, , , , , , , , , ,7, , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,3, , , , , , , , , ,97, , , , , , , , , , , , , , , ,97, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,1,1, , , , , , , , , , , , ,5
8224579,8,0.2797569830615644,2,2,2,2,2,2,2,2,2,2,2,3,1,1,0,1,0,0,0,0,0,0,0,0,3,3,4,1,1,4, ,1, , , , , , , , ,2, , , , , , , , ,6, ,4,1,2,1,1,1,2,2,4,4,4,1,4,3,1,2,1, , , , , , , ,2, , , , , , , , , , , , , , , ,2,1,2,2,2,1,2, , ,2, , , , , , , ,2,2,2,2,1,2,1,7, ,1,1,1,1, ,1,1,1,1,1, , ,1,1,2,3,4,4,4,2,1,1,1,1,1,1,4,3,3,3,3,3,3,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,72,1,1,2, , , , , , , , , ,6, , , , , , , , ,2,1, , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,6, , , , , , , , , , , , , , , ,6, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,3,11, , , , , , , , , , , , ,5
8224596,8,0.8403651329595986,1,2,2,2,2,2,2,1,2,2,2,2,2,2, , , , , , , , , , ,4,2,4,2,1,4, ,1, , , , , , , , ,2, , , , , , , , ,3, ,2,1,1,1,1,2,2,2,3,4,4,3,2,3,4,3,1, , , , , , , ,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,1,2,1, ,1,1,1,1,2,1,1,1,2,2,2,2,2,1,3, ,2,2,2,2, ,1,3,3,98,98, , ,3,3,3,98,2,98,2,3,2,2,2,2,2,2,4,2,2,2,3,2,3,2,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,62,1,1,2,1,1, , , , , , , ,5, , , , , , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,1, , , , , , , , , ,8, , , , , , , , , , , , , , , ,8, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,5,18, , , , , , , , , , , , ,3
8224615,8,0.2893091763894625,2,2,2,2,2,2,2,2,1,2,2,2,1,2, , , , , , , , , , ,2,1,2,2,1,1, ,1, , , , , , , , ,2, , , , , , , , ,5, ,1,1,2,2,2,2,2,2,2,1,4,4,2,3,2,1,1, , , , , , , ,2, , , , , , , , , , , , , , , ,1,2,1,2,2,1,1,1,1, ,1,1,1,1,3,98,98,1,2,2,2,2,2,2,2, ,2,1,1,1, ,1,1,1,1,1, , ,1,1,1,4,4,4,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,45,1,1,2,1,1, , , , , , , ,7, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,5, , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,1,1, , , , , , , , , , , , ,5
8224626,8,0.35993548073632803,1,2,2,2,2,2,2,1,2,2,2,2,1,2, , , , , , , , , , ,3,2,3,2,1,1, ,1, , , , , , , , ,2, , , , , , , , ,3, ,2,1,2,1,2,2,2,2,3,3,3,3,3,2,3,3,1, , , , , , , ,2, , , , , , , , , , , , , , , ,2,1,2,2,2,2,1,3,2, ,2,2,2,2,6,2,2,1,2,2,1,2,2,2,6, ,2,2,2,2, ,1,1,1,1,1, , ,1,1,2,4,3,3,4,2,1,1,1,1,1,1,3,4,4,2,3,1,3,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,40,7, ,0, , , , , , , , , ,5, , , , , , , , ,2,1, , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , ,1, , , , , , , , , , , , , , , ,97, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,2,7, , , , , , , , , , , , ,3
8224638,8,3.251668624878463,1,2,2,2,2,2,2,2,2,1,3,3,2,1,0,1,0,0,0,0,0,0,0,0,3,1,3,1,1,3, ,1, , , , , , , , ,2, , , , , , , , ,3, ,2,1,2,1,2,2,2,2,2,2,4,4,2,1,4,4,1, , , , , , , ,2, , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,2,1, ,1,98,1,1,4,2,2,2,2,2,2,2,2,2,3, ,2,2,2,2, ,2,3,3,3,3, , ,1,1,3,2,2,3,2,3,98,98,2,98,98,2,3,2,98,2,2,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,98,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,69,1,1,2, , , , , , , , , ,2, , , , , , , , ,1,1, , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,1,4, , , , , , , , , , , , ,2
8224730,8,0.5201743579963859,1,3,2,2,2,2,2,2,2,1,3,2,2,2, , , , , , , , , , ,4,1,4,1,1,4, ,1, , , , , , , , ,2, , , , , , , , ,4, ,2,1,2,2,2,2,1,1,1,2,4,4,4,4,4,3,1, , , , , , , ,2, , , , , , , , , , , , , , , ,1,1,2,2,1,2,1,2,2, ,1,98,1,1,2,1,2,3,1,1,1,1,98,1,6, ,1,1,1,2, ,2,3,1,2,2, , ,3,1,2,4,3,4,4,2,1,2,98,1,2,98,3,1,1,1,3,2,2,1,3,98,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,31,3,1,1,1,1, , , , , , , ,4, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,2, , , , , , , , , ,1, , , , , , , , , , , , , , , ,97, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,1,4, , , , , , , , , , , , ,3
8224738,8,0.8880369152517648,1,2,2,2,2,1,2,2,2,1,2,4,1,2, , , , , , , , , , ,3,2,4,2,2, ,2,9, , , , , , , , , , , , , , , , , ,6, ,3,2,2,2,2,2,2,2,4,4,3,4,3,4,3,1,92, , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2, , ,2, , , , , , , , ,2,2,2,2,2,2,7, ,4,2,2, ,1,1,1,1,1,1,1,1,1,1,2,4,4,3,4,3,98,98,98,1,1,1,98,5,1,1,4,1,3,1,1,2,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,98,3,9,0, , , , , , , , , ,7, , , , , , , , ,98,98, , , , , , , , , , , , , , ,98,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98, , , , , , , , , ,98, , , , , , , , , , , , , , , ,98, , , , , , , , ,2,99,98,98,98, , , , , , , , , , , ,99, , , , , , , , , , , , , ,5
8224739,8,0.3128357604358261,1,2,2,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,2, ,1, , , , , , , , ,2, , , , , , , , ,2, ,2,1,2,1,1,1,2,2,2,2,4,4,1,2,2,1,1, , , , , , , ,2, , , , , , , , , , , , , , , ,2,1,2,1,2,2,1,2,1, ,2,2,1,1,3,1,1,2,2,1,1,1,2,2,4, ,3,1,1,1, ,1,1,1,1,1, , ,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,47,1,1,2,1,1, , , , , , , ,6, , , , , , , , ,1,1, , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , ,8, , , , , , , , , , , , , , , ,8, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,3,11, , , , , , , , , , , , ,5
8224744,8,0.5243523941091577,1,2,2,2,1,1,2,2,2,2,1,2,2,2, , , , , , , , , , ,2,1,3,1,1,4, ,1, , , , , , , , ,2, , , , , , , , ,2, ,2,1,1,2,1,2,2,2,1,2,4,4,1,2,3,4,1, , , , , , , ,2, , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,2,2, ,2,2,1,2,4,1,2,1,2,1,2,2,1,1,4, ,2,1,1,1, ,1,1,1,1,1, , ,1,1,2,4,4,4,4,2,1,1,1,1,1,1,4,2,2,3,3,1,3,1,3,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,49,1,1,2,1,1, , , , , , , ,7, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,2, , , , , , , , , ,8, , , , , , , , , , , , , , , ,8, , , , , , , , ,1,1, ,1,1, , , , , , , , , , , ,3,11, , , , , , , , , , , , ,5
